source,title,label
LIAR,says only  percent of portland elementary schools have art instruction compared to  percent nationally,1
LIAR,republican house candidatemarilinda garcia even opposes closing the loophole that allows dangerous criminals to get a gun without a background check,1
GOSSIP_FAKE,celebrities pay tribute to mary tyler moore,0
LIAR,in new hampshire i spent  million jeb bush spent  million he came in five and i came in number one,1
GOSSIP_REAL,netflixs  original marvel superhero shows ranked from worst to best,1
GOSSIP_REAL,saturday savings olivia munns shearling jacket is now only,1
POLITIFACT_REAL,the budget and economic outlook fiscal years  to,1
GOSSIP_REAL,kylie jenner and stormi sent khloe kardashian the cutest welcome home present,1
GOSSIP_FAKE,is jennifer aniston ready to mingle as justin theroux starts dating again,0
LIAR,in contrast to president barack obama who is not acting presidential president ronald reagan would never go into the oval office without his jacket on thats how much he revered the presidency,0
GOSSIP_REAL,serena williams new photo of her daughter alexis will make your heart burst,1
GOSSIP_REAL,tori spelling celebrates th anniversary with dean mcdermott,1
GOSSIP_REAL,oprah  people are asking after golden globes speech,1
LIAR,says its an old wives story that margaret thatcher told george hw bush not to go wobbly,0
GOSSIP_REAL,is baby oil good for your face how should you use it,1
GOSSIP_FAKE,brad pitt thinks leaving jennifer aniston for angelina jolie was the biggest mistake of his life,0
LIAR,due to the sequester people are going to be unsafe homes are going to burn,0
GOSSIP_REAL,tom pettys final interview just days before his death working keeps me young,1
GOSSIP_REAL,alex rodriguez shares neverbeforeseen photos of jennifer lopez in sweet birthday post,1
GOSSIP_REAL,aaron paul shared the story behind his daughters name and its a shoutout to his first date with his wife,1
LIAR,president obamas bill wont bring down the costs of health care for average americans  or really for very few americans if any,0
GOSSIP_FAKE,tom cruise is diabolical says leah remini,0
LIAR,in the us constitution theres a little section in there that talks about life liberty and the pursuit of happiness,0
GOSSIP_REAL,pink denies cringing during christina aguileras ama performance slams negative nancys,1
GOSSIP_REAL,chicago pds jason beghe files for divorce,1
GOSSIP_FAKE,katharine mcphee jane doe jane doe,0
LIAR,we know that sunday mornings have usually been given over to conservative white men,0
GOSSIP_REAL,camila cabello and her dating coach boyfriend matthew hussey caught packing the pda on a beach in mexico,1
LIAR,in iraq civilian deaths incidents of bombings etc remain very low relative to what was going on last year,1
POLITIFACT_FAKE,trump declares globalist soros as national security threatusing obamas  executive order,0
GOSSIP_FAKE,kim kardashian and kris jenner win big victory in blac chynas e lawsuit,0
LIAR,says wendy davis born into difficult circumstances was the daughter of a single mother and a teenage mother herself,1
LIAR,says us senate opponent tommy thompson personally made over  million from a federal contract granted to his healthcare company but left  first responders without the care they were promised,0
GOSSIP_FAKE,all the details on kristen stewart and robert pattinsons surprise reunion,0
GOSSIP_REAL,chris evans awkwardly shakes hands with ex jenny slate,1
GOSSIP_REAL,leonardo dicaprio foundation donates m for harvey relief,1
GOSSIP_FAKE,karrueche tran granted five year restraining order against chris brown,0
LIAR,says romney invested in a firm that made goods in china that could have been made here in america,0
GOSSIP_REAL,lana tries to convince rusev to buy a less traditional home on total divas i hope you find your mansion with cows,1
LIAR,chris christie cut equal pay for women calling it senseless bureaucracy,0
GOSSIP_REAL,heres what its like to spend  hours with camila cabello,1
LIAR,fortysix cents of every dollar ohio could get for medicaid expansion is going to come from china or some other country that doesnt like us very much,0
LIAR,last year american oil production reached its highest level since,1
LIAR,as state commerce secretary mary burke drafted sponsored and promoted budgets that raised taxes by billions created high structural deficits and raided funds to finance huge spending hikes,0
LIAR,all university of texas studentathletes get an ipad,0
GOSSIP_FAKE,good charlotte barely selling tickets after cameron  nicole nag husbands to tour,0
LIAR,nondefense discretionary spending has increased by over  percent in the last two years,0
GOSSIP_FAKE,justin bieber super proud of how madison beer handled period stain drama own it,0
LIAR,barack hussein obama will  force christian schools to hire nonchristian teachers,0
LIAR,says rick santorum voted to let convicted felons vote,1
LIAR,the obama administration wants to have soldiers and officers pledge a loyalty oath directly to the office of the president and no longer to the constitution,0
GOSSIP_FAKE,jennifer lawrence and david o russell are not dating,0
GOSSIP_REAL,khloe kardashian is handson with baby true,1
LIAR,after hiring a campaign manager in  i got this  and something fee  for hazardous materials,0
LIAR,hillary clinton was against setting a deadline for withdrawal but now she wants a precipitous withdrawal regardless of conditions on the ground or consequences of a defeat for the united states an rnc radio ad,1
GOSSIP_FAKE,katy perry dating robert pattinson,0
GOSSIP_REAL,the biggest change carrie underwood is making in her life after freak accident,1
GOSSIP_FAKE,justin theroux stayed in guest house before jennifer aniston split,0
GOSSIP_FAKE,melania and ivana trump are having some real housewivestype drama right now,0
LIAR,says russ feingold wanted to get money out of politics now hes profiting from that same dark money,1
LIAR,toothpaste contains the poison substance of fluoride,0
LIAR,gov scott walker is more than halfway to his  jobs goal,0
LIAR,says that since he took office there have been no largescale attacks on the united states,1
GOSSIP_REAL,gwyneth paltrow oprah talk weinstein metoos future in first goop podcast,1
GOSSIP_REAL,monica lewinsky emerging from the house of gaslight in the age of metoo,1
LIAR,the centerpiece of senator mccains education policy is to increase the voucher program in dc by  slots,0
LIAR,georgia has had  school shootings in the two years since the mass killing at sandy hook elementary school more than any other state,0
GOSSIP_REAL,heres why today show viewers are already toasting to hoda kotbs big return,1
GOSSIP_REAL,second saturday in june,1
LIAR,the decision for the united states to buy heavy water from iran will directly subsidize irans nuclear program,0
LIAR,john mccain and george w bush want to spend a trillion dollars in iraq over the next  years,1
GOSSIP_FAKE,miley cyrus and liam hemsworth arguing over prenup,0
LIAR,congressman robert hurt has a plan to cut education by  percent,0
GOSSIP_FAKE,are gwen stefani  blake shelton engaged in  the couple has been going strong for years,0
GOSSIP_FAKE,surrogate mother compensation,0
GOSSIP_REAL,things you didnt know about annabelle wallis,1
GOSSIP_FAKE,bill cosby jurors give conflicting accounts of deadlock,0
LIAR,theres only one candidate under investigation  terry mcauliffe,0
GOSSIP_REAL,abby lee miller opens up about her prison sentence,1
GOSSIP_FAKE,khloe kardashian refuses to pull a kourtney wants to marry tristan thompson is madeup story,0
GOSSIP_FAKE,mila kunis net worth,0
GOSSIP_REAL,heidi klum says shes very single and very ready to mingle during ellen show appearance,1
GOSSIP_REAL,gifts for tequila lovers   gift ideas tequila drinkers will love,1
GOSSIP_REAL,why was he allowed in james franco slammed over golden globes win,1
GOSSIP_REAL,did kim just subtly confirm all three kardashian pregnancies,1
GOSSIP_FAKE,the internet isnt too happy with vanity fairs cover story about margot robbie,0
GOSSIP_FAKE,cheryl cole and liam payne relationship under strain,0
GOSSIP_REAL,serena williams alexis ohanian waiting to learn sex of baby,1
GOSSIP_REAL,american horror story cult,1
LIAR,prince william county has cut violent crime in half since instituting a crackdown on illegal immigration,0
GOSSIP_FAKE,kylie jenner has lost a startling amount of weight postpregnancy and heres how,0
GOSSIP_FAKE,justin bieber pedophiles run the evil music industry,0
GOSSIP_FAKE,prince charles meddling meddling in harry  meghan markle wedding plans,0
POLITIFACT_FAKE,maxine waters is getting criminally charged,0
GOSSIP_FAKE,mila kunis and ashton kutcher might just have the sweetest love story ever,0
GOSSIP_FAKE,channing tatum forbids magic mike live dancers from sex with audience members,0
LIAR,says that hes responsible for austinincluding anderson mill road in the citys proposed transportation bond package,0
LIAR,a judge took the star scientific tax case away from ken cuccinelli,0
LIAR,says president obamas grandmother in kenya said he was born in kenya and she was there and witnessed the birth,0
LIAR,says gov rick scott cut more government jobs than were created in the private sector in florida in,0
LIAR,barack obama said hes going to attack pakistan and embrace iranian president mahmoud ahmadinejad,0
LIAR,the new ukrainian government introduced a law abolishing the use of languages other than ukrainian in official circumstances,1
LIAR,i created the school choice program,1
LIAR,i did not i did not i do not say that i do not say that climate change is a hoax perpetrated by the chinese,0
GOSSIP_REAL,salaries of tvs top talent in  revealed  variety,1
GOSSIP_REAL,demi lovato debuts selena quintanilla halloween costume thats just perfect,1
GOSSIP_FAKE,could charlize theron get a role in wonder woman,0
GOSSIP_REAL,behind the scenes from matt hunter and lele pons music video dicen,1
GOSSIP_FAKE,solar eclipse  celebrities react on social media,0
GOSSIP_REAL,wags michelle quick is in her feelings after her hubby heads to washington dc st just got real on wags,1
GOSSIP_REAL,wags atlantas kaylin jurrjens is waking up her hosting face with acting lessons i feel like im about to motorboat someone,1
GOSSIP_FAKE,robert pattinson has finally responded to donald trumps bizarre tweets about his relationship with kristen stewart,0
LIAR,roy barnes is part of the team that has run up trillions of dollars in debt that americans will spend years paying off and theyve done it without creating one job,0
LIAR,the cbos latest report confirms what republicans have been saying for years now under obamacare millions of hardworking americans will lose their jobs,0
LIAR,obamacare will mean  million fewer jobs by,1
GOSSIP_REAL,got superhero fatigue make an exception for the gifted foxs promising new xmen show,1
POLITIFACT_FAKE,melania just hit donald trump with shocking announcement he never saw coming,0
LIAR,you go down to miami and when its flooding at high tide on a sunny day fish are swimming through the middle of the streets,1
GOSSIP_REAL,today coanchor hoda kotb says nbc isnt paying her close to matt lauer money  and her salary is reportedly less than  what he made,1
GOSSIP_FAKE,kim khloe kourtney kardashian slammed for wearing fur,0
LIAR,scientists project that the arctic will be icefree in the summer of,0
GOSSIP_REAL,updated brendan fraser says the hfpa denied his claims of sexual harassment,1
LIAR,aphotograph of yearold hillary clinton featured a confederate battle flag in the background,0
LIAR,he has asked for million of earmark porkbarrel spending nearly a million dollars for every day that hes been in the united states senate,1
GOSSIP_REAL,reasons why season  premiere date announced  variety,1
LIAR,if you like your health care plan you can keep your health care plan,1
GOSSIP_REAL,cardi b talks fame future and feminism,1
GOSSIP_REAL,tamar braxton gets candid about split from vincent herbert on the view,1
GOSSIP_REAL,inside allison macks transformation from wholesome actress to alleged sex ring member,1
GOSSIP_FAKE,las vegas shooting celebrities react to massacre at jason aldean concert,0
LIAR,texas agriculture is at  percent efficiency in water use and just about maxed out as to what we can do on the conservation end of it,1
GOSSIP_FAKE,rihanna and hassan jameel romance timeline,0
LIAR,says the simpsonbowles deficit reduction proposal went from president barack obamas desk to the garbage can,0
GOSSIP_REAL,bella hadid gushes over beau the weeknd and admits gaining respect from fellow models is hard,1
GOSSIP_REAL,brad pitt visited his genius and gorgeous new friend professor neri oxman at mit last fall,1
GOSSIP_FAKE,new only fools and horses video watch david beckham poke fun at himself with glasses gag for sport relief,0
LIAR,says he raised average family income by  percent during his tenure as arkansas governor,0
GOSSIP_FAKE,this is chip and joanna gaines net worth,0
LIAR,felony crimes in the city of atlanta are the lowest they have been since,1
LIAR,since  the top  wealthiest families have seen their incomes go up  percent and their tax rates go down  percent,1
GOSSIP_REAL,olivia munn says aaron rodgers was estranged from family before they started dating,1
POLITIFACT_FAKE,british politician beaten by protestors for welcoming trump to the uk,0
GOSSIP_FAKE,met ball  katie holmes swaps tom cruise for even shorter man on red carpet pictures,0
LIAR,says paul ryan wants to cut pell grant scholarships for nearly  million students,1
LIAR,independent groups behind ads attacking democratic candidates are front groups for foreigncontrolled companies,0
GOSSIP_FAKE,what we know about the weeknd and selena from his new ep,0
GOSSIP_FAKE,clint eastwood president obama is the greatest hoax ever perpetrated on the american people,0
LIAR,unfortunately since mr fosters been mayor  there are less people employed in the city of st petersburg than there were prior to his taking office,0
GOSSIP_REAL,roseanne episode  trailer and details,1
LIAR,says president barack obama himself has granted waivers allowing into the united states refugees who provided material support to terrorists,0
GOSSIP_FAKE,brad pitt gives george  amal clooney african doll  advice during st meeting with twins,0
GOSSIP_FAKE,i want to have his babies kristen reveals family plans with rob just weeks before she cheated,0
LIAR,muslims tried to use sharia law to influence court decisions in new jersey and oklahoma,0
GOSSIP_FAKE,melissa mccarthy on why she roots for online trolls,0
GOSSIP_FAKE,britney spears wants a baby with boyfriend sam asghari,0
POLITIFACT_REAL,part i cnnyoutube democratic presidential debate transcript,1
LIAR,grocery prices have risen significantly over the past year or so,0
LIAR,says bill clinton signed a law very similar to and barack obama voted for a law something like indianas religious freedom restoration act,1
GOSSIP_REAL,josh duhamel catches a mouse in the today show green room,1
GOSSIP_REAL,nikki and brie bella hate their chins,1
GOSSIP_FAKE,brad pitt upset over angelina jolies rumored plans to adopt  would he adopt again too,0
LIAR,says hillary clintons state department blocked investigation into orlando killers mosque,0
GOSSIP_REAL,jennifer aniston has another ladies night out with courteney cox and ellen degeneres,1
GOSSIP_REAL,how the magicians musical episode came to be,1
GOSSIP_REAL,big shoes to fill annasophia robb swaps her high heels for comfy ugg boots on set of the carrie diaries,1
GOSSIP_REAL,admitted harasser morgan spurlock sued after abandoning tv series about womens issues,1
LIAR,what we have now is the most generous in my opinion good time bill in the entire united states,0
GOSSIP_REAL,the walking deads christian serratos reveals babys sex on fathers day,1
LIAR,says donald trump doesnt make a thing in america,0
GOSSIP_FAKE,selena gomez talks the weeknd split justin bieber reunion,0
GOSSIP_REAL,r kelly tour dates canceled amid sex cult allegations,1
POLITIFACT_FAKE,national guard storms mexico border makes gamechanging impact in just  days,0
GOSSIP_REAL,grammy awards  ranking the performances from best to worst,1
GOSSIP_REAL,fixer upper star joanna gaines warns about facial cream scam and false rumors,1
GOSSIP_FAKE,rihanna cradles newborn baby in loving twitter pictures,0
LIAR,this schip is socialized medicine it is going to go to families that make  a year those arent poor children,1
GOSSIP_FAKE,ashton kutcher calls out tabloid for cheating story these magazines lack integrity,0
GOSSIP_REAL,katy perry on saving american idols ada vox,1
GOSSIP_REAL,kim kardashian celebrates baby no  at floralfilled shower,1
GOSSIP_REAL,michael phelps deserves a gold medal for his shirtless selfie with son boomer,1
LIAR,we lose an average of  americans every day because of guns,1
GOSSIP_REAL,elizabeth hurleys secret to her amazing body isbirthing farm animals,1
POLITIFACT_FAKE,a trump fan was just charged with trying to murder maxine waters on same day trump threatened her,0
GOSSIP_REAL,david beckhams cheating scandal  alleged affair with rebecca loos,1
GOSSIP_REAL,believe it or not even olivia munn has bad style daysheres how she avoids them,1
LIAR,says rick perry wanted to secede from the union,0
GOSSIP_REAL,blake lively jokes about ryan reynolds bromance with hugh jackman,1
LIAR,says hillary clinton laid the groundwork for getting chemical weapons out of syria,0
GOSSIP_FAKE,jennifer anistons emotional interview after split from justin,0
GOSSIP_FAKE,taylor swift cancels th of july party to concentrate on new album  new bf joe,0
LIAR,almost  arrests in the city last year for panhandlingrelated offenses involved just  suspects an indication that the same people are panhandling over and over,1
POLITIFACT_FAKE,official rudy giuliani officially resigns trumps legal team on its last leg,0
GOSSIP_REAL,whitney port goes makeup free in sweats while out and about in los angeles with family,1
GOSSIP_REAL,oceans  set photos tease anne hathaways role in the film,1
LIAR,says his release of  years of tax returns is more than any presidential candidate in history,1
GOSSIP_REAL,golden globes number of viewers,1
GOSSIP_FAKE,jennifer garner watches helplessly as ben affleck returns to womanizing ways reports say,0
GOSSIP_FAKE,good riddance celebrities react to the death of charles manson,0
GOSSIP_REAL,minnie driver rationalizes matt damons sexual harassment remarks hes a nice white male,1
GOSSIP_REAL,nikki reed and ian somerhalder are expecting a baby,1
GOSSIP_REAL,amazoncom watch the greatest showman,1
GOSSIP_REAL,miley cyrus archives,1
GOSSIP_REAL,a history of miley cyrus bffs whatever happened to cheyne mandy and lesley,1
GOSSIP_REAL,amal clooney shines in a sheer sequined green dress,1
LIAR,a public option for health care would end private insurance because the private insurance people will not be able to compete with a government option,0
GOSSIP_FAKE,hollywoodlife flipsflops on john cena wanting children with nikki bella,0
GOSSIP_FAKE,dwayne johnson can the rock save hollywood,0
LIAR,john mccain has a consistent pattern of ducking important environmental votes,0
LIAR,you cant give a child an aspirin in school without permission you cant do any kind of medication but we can secretly take the child off and have an abortion,1
LIAR,says north carolina republican senate candidate thom tillis supports a plan that would end medicare as we know it,0
LIAR,from  the richest  americans increased their net wealth by more than  billion yet the republican budget would not require these americans to contribute one penny to deficit reduction,1
POLITIFACT_FAKE,application for march for our lives permit was made months before parkland school shooting,0
LIAR,we just dont want to get to be like louisiana where you have driveup daiquiri shops,1
LIAR,wisconsin republicans repealed a statewide fair pay law that made sure women are treated fairly on the job,1
GOSSIP_FAKE,justin bieber caught partying on grammys night after skipping despacito performance,0
LIAR,says a new report shows the devastating tax hikes in the health care law will have on middleclass kentuckians,0
GOSSIP_FAKE,khloe kardashian seems to have well and truly shut down tristan thompson marriage rumours,0
GOSSIP_REAL,selena gomez to host we day california,1
LIAR,twothirds of the federal budget is permanent law  its permanently appropriated,1
POLITIFACT_REAL,transcript of debate between chris coons and christine odonnell,1
GOSSIP_REAL,teen mom og reunion recap maci thinks ryan is on drugs,1
GOSSIP_REAL,bristol palins first episode of teen mom og had a very disturbing scene,1
LIAR,says state sens greg evers nancy detert and charles dean got a failing grade from conservatives,0
GOSSIP_REAL,how to get smokey eyes with makeup,1
GOSSIP_REAL,dancing with the stars  fantasy league join now  make your picks,1
LIAR,obamas wife wrote a paper in college that said america was a nation founded on crime and hatred and that whites in america are ineradicably racist,0
LIAR,newly elected republican senators sign pledge to eliminate food stamp program in,0
LIAR,across the board violent crime in jurisdictions that recognize the right to carry is lower than in areas that prevent it,0
GOSSIP_REAL,jill zarin reconciles with ramona singer amid husband bobby zarins cancer battle  the real housewives,1
LIAR,were going to be looking at  billion a day that were going to be pouring into foreign countries in order to import that makeup fuel that were going to need to take the place of what we could have gotten out of the gulf,0
LIAR,says sen luther olsen his recall opponent supported the sale of stateowned power plants not to the highest bidder but to the biggest donors with no oversight,0
GOSSIP_REAL,elsa pataky,1
GOSSIP_FAKE,selena gomez vogue cover story see interview highlights,0
LIAR,we dont show people playing these games we dont show them winning playing the video lottery games,0
LIAR,says the idea of one casino per tribe is a false one,1
LIAR,north dakotas economy is reeling,0
GOSSIP_REAL,miley cyrus  james corden rock out to party in the usa in new carpool karaoke trailer,1
LIAR,atlanta is the no  trading point for sexual slavery in america between  and  girls are sold into slavery in atlanta every month,1
LIAR,saysmichele bachmann said on fox news this country could use a president like benjamin franklin again,0
GOSSIP_REAL,espys  red carpet fashion see celeb dresses gowns,1
GOSSIP_FAKE,suits star meghan markle and prince harrys christmas wedding not confirmed,0
POLITIFACT_FAKE,empty title,0
GOSSIP_REAL,princess diana documentary sons to speak about her death,1
GOSSIP_FAKE,ben affleck and jennifer garner net worth,0
GOSSIP_FAKE,bitter blood kim kardashian in a jealous rage over jennifer lawrence,0
LIAR,you cannot get ebola from just riding on a plane or bus,1
POLITIFACT_REAL,a preliminary analysis of the presidents budget and an update of cbos budget and economic outlook,1
GOSSIP_REAL,fiona the baby hippo photobombs her family reunion,1
GOSSIP_FAKE,my trousers are too tight prince williams shock confession to prince harry,0
LIAR,barack obama thinks terrorists just need a good talking to,0
GOSSIP_REAL,khlo kardashian celebrates beautiful baby shower with family and friends,1
LIAR,romneycare has killed  massachusetts jobs,0
GOSSIP_REAL,emmy rossum shares photos of her beautiful honeymoon in rwanda,1
GOSSIP_FAKE,is heather locklear joining rhobh,0
GOSSIP_REAL,cue the family band chris martin is teaching yearold daughter apple how to play guitar,1
LIAR,as governor i cut  billion in spending,1
GOSSIP_REAL,male models you need to follow celebrity offspring included,1
GOSSIP_REAL,hot damn did cardi b and offset really have sex live,1
GOSSIP_FAKE,mary j blige hacked did not write kendu isaacs hate tweet,0
LIAR,says iowa senate candidate joni ernst promises to shut down the department of education and abolish the epa,1
GOSSIP_REAL,taylor swifts  the timeline,1
LIAR,says ron johnson justifies his support of trade agreements by saying the us has the trade adjustment assistance program for displaced workers but then he voted to eliminate it,0
LIAR,says sen john mccain has taken more money from wall street than any other sitting senator,1
GOSSIP_REAL,amal clooneys style guide to red carpet glamour,1
GOSSIP_REAL,fifth harmony cuts ties with camila cabello in shady vmas stunt  variety,1
LIAR,the city of nelson ga is quieter than mayberry,1
LIAR,weve got a  national guard troop request thats been in front of this president for over a year and no response,1
LIAR,new jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade,0
GOSSIP_REAL,rocco wants to get healthy for his family and jen wants revenge on her cheating ex on revenge body with khloe kardashian,1
GOSSIP_FAKE,kylie jenner  travis scotts friends think they could be secretly engaged reports hollywood life,0
GOSSIP_REAL,big bang theory season  finale recap sheldon and amys wedding gets a big shocker,1
LIAR,the pentagon itself says that we could eliminate  percent of us bases,0
LIAR,the pentagon made up the sincedebunked heroics of pow jessica lynch as she tried to avoid capture in iraq,0
LIAR,four members of the rhode island general assembly went to vote in  and were told they had already voted,0
GOSSIP_REAL,inside demi lovatos drug abuse spiral friends have been very worried,1
GOSSIP_REAL,lakewood church,1
GOSSIP_FAKE,everything we know about jennifer aniston  justin therouxs split,0
LIAR,without ethanol gas prices would be at least  higher with gas at four bucks that means youre saving  bucks on a  gallon fill up,1
GOSSIP_FAKE,ivanka trump us weekly cover memes,0
GOSSIP_REAL,matt damon says he and ben affleck knew about harvey weinstein allegedly sexually harassing gwyneth paltrow,1
GOSSIP_FAKE,kanye wests ego is still out of control,0
GOSSIP_REAL,chris rock gets candid on divorce and infidelity i wouldnt get married again even if it would cure aids,1
GOSSIP_REAL,veronica mars actor brad bufanda dies by suicide at,1
GOSSIP_REAL,watch nikki bella get swept off her feet by male strippers in paris on total bellas i think im scared,1
GOSSIP_FAKE,are nina agdal and jack brinkley cook dating,0
GOSSIP_REAL,heres what happens to bachelor engagement rings after the breakup,1
LIAR,you  said that barack obama was not ready to be commander in chief,1
GOSSIP_REAL,golden globes three billboards outside ebbing missouri wins best motion picture drama,1
LIAR,says our taxes have doubled with rick perry in office,0
GOSSIP_REAL,e greenlights very cavallari season   episodes set for,1
GOSSIP_FAKE,amal clooney changed dresses during the met gala in the museum gift shop,0
GOSSIP_FAKE,pregnant jessica simpson shows off massive baby bump in prebirth girls day out,0
LIAR,says she introduced a ban on dirty dancing,1
LIAR,nato is opening up a major terror division  im sure im not going to get credit for it but that was largely because of what i was saying and my criticism of nato,0
LIAR,the state food stamp call center program is administered from foreign shores,0
GOSSIP_REAL,how does riverdales musical rank among tvs most iconic musical episodes,1
GOSSIP_REAL,vanessa lacheys partner maks skipped dwts performance,1
LIAR,says  americans died of gunfire between the time of the ebola scare in dallas and the midterm elections,1
GOSSIP_REAL,kyle changes the marriage contract for megan as filming wraps for technicolor highway on the arrangement  amnayzh news,1
GOSSIP_REAL,female directors shut out of golden globe nominations,1
GOSSIP_REAL,jesse williams estranged wife aryn drakelee requests sole legal custody of kids,1
GOSSIP_REAL,mel bs sister slams abusive husband stephen belafonte  you are a sorry excuse of a man,1
GOSSIP_REAL,alyssa milano responds to fatshaming backlash over netflixs insatiable,1
GOSSIP_FAKE,mel c refusing spice girls  reunion without victoria beckham,0
GOSSIP_REAL,nick lachey shares sweetest sixth anniversary message for beautiful wife and soul mate vanessa,1
GOSSIP_FAKE,ben affleck called a pig after rumors surface hes ready to marry girlfriend lindsay shookus,0
GOSSIP_REAL,beyonce unisex adult tshirts for sale,1
GOSSIP_FAKE,matt lauers could pay exwife annette roque m in divorce,0
GOSSIP_FAKE,jennifer holliday backs out of trump inauguration performance,0
LIAR,a test last month at the max station at nd avenue and east burnside saw crime down  percent compared with december,1
LIAR,the deal to raise the federal debt limit created the largest debt ceiling increase in americas history,1
LIAR,says hillary clinton will receive her congressional salary until she dies and the secret service pays her mortgage,0
GOSSIP_REAL,things you need for the perfect outdoor movie party,1
LIAR,jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce,0
GOSSIP_REAL,behati prinsloo posts cheeky photo of adam levine daughter,1
GOSSIP_REAL,mark hamill nails comiccon  with epic star wars disguises,1
LIAR,says gov rick scott cut state funding for pbs,1
GOSSIP_REAL,kim kardashian teases family christmas card like an advent calendar,1
GOSSIP_REAL,southern charm savannahs dinner party takes a threatening turn,1
GOSSIP_FAKE,trump rescinds rules on bathrooms for transgender students,0
GOSSIP_REAL,website tidak ditemukan,1
LIAR,seniors enrolled in medicare advantage are going to see an average premium increase between  and  per month,0
LIAR,if the sellwood bridge is not replaced it will have to be shut down within eight years,0
GOSSIP_REAL,how im too sexy ended up in taylor swifts look what you made me do,1
GOSSIP_REAL,penis facials bee sting therapy mayo masks and more investigating the most bizarre celebrity beauty treatments,1
LIAR,i was fighting against those republican ideas when you were practicing law and representing your contributor rezko in his slum landlord business in inner city chicago,0
LIAR,freds never had a  percent record on righttolife in his senate career the records reflect that and he doesnt support the human life amendment which is most amazing because thats been a part of the republican platform since,1
LIAR,president barack obama nancy pelosi and harry reid support rick perrys decision to give instate tuition to illegal immigrants,0
LIAR,the redskins training camp deal generated  million in new private investment in the city,1
LIAR,barack obama wants the government to take over health care spend hundreds of billions of dollars of new money for health insurance for everyone,0
LIAR,more women are graduating from college now than men,1
LIAR,for the new state budget floridians have sent us  billion less of their funding,0
LIAR,we have  inmates pushed into triplebunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor,0
POLITIFACT_FAKE,breaking mike huckabee just fired,0
GOSSIP_REAL,alicia vikander opens up about married life with michael fassbender i feel im more happy,1
GOSSIP_REAL,teen takes danny devito cutout to prom and he responds perfectly,1
LIAR,because of the health care law by  we will be funneling over  billion annually to private insurance companies,1
GOSSIP_FAKE,the comment from jlaw that has fans convinced she and joel edgerton are an item,0
LIAR,says a rape kit can be used to clean out women basically like dilation and curettage,0
LIAR,it isnt me cutting the budget its the congressdecision on sequestration so it isnt secretary of defense or the president doing this,1
GOSSIP_REAL,behold the leg lamp foxs a christmas story offers livemusical take on holiday classic,1
LIAR,says marco rubio endorsed obamacare for his own family,0
GOSSIP_REAL,once upon a time season,1
LIAR,switzerland where the government issues every household a gun    has the lowest gun related crime rate of any civilized country in the world,0
GOSSIP_FAKE,are caitlyn jenner   sophia hutchins  getting married  reportedly making secret wedding plans,0
LIAR,says connie mack iv cosponsored a bill to take a third of the social security trust fund  give it in individual accounts to the senior citizens who then were to invest it in the stock market,0
GOSSIP_FAKE,roseanne barr miserable  going off the deep end two weeks after firing,0
LIAR,senate majority leader harry reid said quote i cant stand john mccain,1
LIAR,email quotes maureen dowd column that obama has received suspicious contributions from saudi arabia iran and china,0
GOSSIP_FAKE,rihanna laughing off pregnancy rumors shes not even trying  report,0
LIAR,harry reid has voted to give special tax breaks to illegal aliens,0
GOSSIP_REAL,kim kardashian uses shaving cream in another surprisingly helpful way,1
GOSSIP_FAKE,angelina jolie takes break from nasty brad pitt divorce fight to plead for syrian refugees,0
LIAR,says michele bachmann said the chinese built a great wall  years ago you dont see any illegal mexicans in china,0
GOSSIP_REAL,selma blair connects with her first love who died in college i was devastated,1
LIAR,russia has an economy the size of italy,1
GOSSIP_FAKE,tom cruise not quitting scientology for daughter suri despite report,0
LIAR,in florida alone more than  billion a year is spent on health care and criminal justice for illegal immigrants,0
GOSSIP_REAL,george clooney and his wife amal are counting the days until the arrival of their twins,1
POLITIFACT_FAKE,legendary actor kirk douglas dead  days before his st birthday,0
POLITIFACT_FAKE,washington state legislature votes to change its name because george washington owned slaves,0
LIAR,says president barack obama broke his promise to keep a wisconsin gm plant from closing,0
LIAR,the congressional budget office has already doubled its estimate for the cost of obamacare so far from roughly  billion to  trillion,0
LIAR,says donald trump was a democrat longer in the last decade than he was a republican,1
GOSSIP_FAKE,jennifer lopez is questioning her future with arod after cheating allegations exclusive,0
POLITIFACT_FAKE,first family visits dc shelter highlights homeless veterans plight,0
GOSSIP_FAKE,tyga  scott disick party all night bonding after being dumped by kardashians,0
LIAR,says house democrats voted to use your tax dollars for abortions by voting against bill defunding planned parenthood,0
GOSSIP_REAL,is there such a thing as overconditioning hair,1
GOSSIP_REAL,simone biles makes debut as honorary texans cheerleader,1
GOSSIP_FAKE,is amal clooney pregnant fans spot maybe baby bump in new pic,0
GOSSIP_REAL,evan rachel wood kelly marie tran play guess who metoo  variety,1
GOSSIP_FAKE,the real reason kendall jenner has stepped back from the spotlight,0
GOSSIP_REAL,drop the mic james corden reveals dream rap battle  and its judi dench vs maggie smith,1
GOSSIP_FAKE,prince william and kate middleton warn prince charles and camilla to stay away from prince louis,0
GOSSIP_REAL,this st just got real uzo adubas running wild looks very dramatic,1
GOSSIP_FAKE,morning joe hosts and trump bring national enquirer into their feud,0
